source	kind	status	page	object_id	detail	note
learning-memory-audit	stale-memory-delete	applied	page-005.jpg	molecule_order_patterns#850	Removed temporary no-cut page-005 molecule order pattern	The live learning memory now reports zero stale patterns.
operator-confirmed-chat	cut-restoration	applied	page-005.jpg	img5-m51	Restored the cut around the n-over-ege unit after testing the no-cut alternative	Current replay uses the restored cut.
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	4801	label=c:2
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	4829	label=c:1
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	5149	label=c:2
qc-reviewed-ledger	artifact	reviewed		5173	label=
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	5262	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	5267	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	5270	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	5279	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	5284	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	5289	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-004.jpg	5291	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-003.jpg	5515	label=c:2
qc-reviewed-ledger	review-confirmed	reviewed	page-003.jpg	5517	label=b:1
qc-reviewed-ledger	review-confirmed	reviewed	page-003.jpg	5518	label=b:1
qc-reviewed-ledger	review-confirmed	reviewed	page-005.jpg	5592	label=c:1
qc-reviewed-ledger	review-confirmed	reviewed	page-005.jpg	5611	label=c:1
qc-reviewed-ledger	review-confirmed	reviewed	page-005.jpg	5624	label=c:1
qc-reviewed-ledger	artifact	reviewed	page-005.jpg	6379	label=j:1
qc-reviewed-ledger	review-confirmed	reviewed	page-005.jpg	6488	label=c:2
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	7094	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	7148	label=c:2
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	7152	label=c:2
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	7153	label=c:2
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	7173	label=c:2
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	7540	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	7549	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	7843	label=c:1
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	8142	label=d:1
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	8173	label=j:1
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	8187	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	8191	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	8196	label=h:1
qc-reviewed-ledger	review-confirmed	reviewed	page-007.jpg	8201	label=h:1
