unit_id	page	paragraph	line	token_index	eva
f1r-p2-u069	f1r	2	9	4	shody
f1r-p2-u070	f1r	2	9	5	dain
f1r-p2-u071	f1r	2	9	6	os
f1r-p2-u072	f1r	2	9	7	teody
f1r-p3-u073	f1r	3	11	1	ydain
f1r-p3-u074	f1r	3	11	2	cphesaiin
f1r-p3-u075	f1r	3	11	3	ol
f1r-p3-u076	f1r	3	11	4	s
f1r-p3-u077	f1r	3	11	5	cphey
f1r-p3-u078	f1r	3	11	6	ytain
f1r-p3-u079	f1r	3	11	7	shoshy
f1r-p3-u080	f1r	3	11	8	cphodales
f1r-p3-u081	f1r	3	12	1	oksho
f1r-p3-u082	f1r	3	12	2	kshoy
f1r-p3-u083	f1r	3	12	3	otairin
f1r-p3-u084	f1r	3	12	4	oteol
f1r-p3-u085	f1r	3	12	5	okan
f1r-p3-u086	f1r	3	12	6	shodain
f1r-p3-u087	f1r	3	12	7	sckhey
f1r-p3-u088	f1r	3	12	8	daiin
f1r-p3-u089	f1r	3	13	1	shoy
f1r-p3-u090	f1r	3	13	2	ckhey
f1r-p3-u091	f1r	3	13	3	kodaiin
f1r-p3-u092	f1r	3	13	4	cphy
f1r-p3-u093	f1r	3	13	5	cphodaiils
f1r-p3-u094	f1r	3	13	6	cthey
f1r-p3-u095	f1r	3	13	7	she
f1r-p3-u096	f1r	3	13	8	oldain
f1r-p3-u097	f1r	3	13	9	d
f1r-p3-u098	f1r	3	14	1	dain
f1r-p3-u099	f1r	3	14	2	oiin
f1r-p3-u100	f1r	3	14	3	chol
f1r-p3-u101	f1r	3	14	4	odaiin
f1r-p3-u102	f1r	3	14	5	chodain
f1r-p3-u103	f1r	3	14	6	chdy
f1r-p3-u104	f1r	3	14	7	okain
f1r-p3-u105	f1r	3	14	8	dan
f1r-p3-u106	f1r	3	14	9	cthy
f1r-p3-u107	f1r	3	14	10	kod
f1r-p3-u108	f1r	3	15	1	daiin
f1r-p3-u109	f1r	3	15	2	shckhey
f1r-p3-u110	f1r	3	15	3	ckeor
f1r-p3-u111	f1r	3	15	4	chor
f1r-p3-u112	f1r	3	15	5	shey
f1r-p3-u113	f1r	3	15	6	kol
f1r-p3-u114	f1r	3	15	7	chol
f1r-p3-u115	f1r	3	15	8	chol
f1r-p3-u116	f1r	3	15	9	kor
f1r-p3-u117	f1r	3	15	10	chal
f1r-p3-u118	f1r	3	16	1	sho
f1r-p3-u119	f1r	3	16	2	chol
f1r-p3-u120	f1r	3	16	3	shodan
f1r-p3-u121	f1r	3	16	4	kshy
f1r-p3-u122	f1r	3	16	5	kchy
f1r-p3-u123	f1r	3	16	6	dor
f1r-p3-u124	f1r	3	16	7	chodaiin
f1r-p3-u125	f1r	3	16	8	sho
f1r-p3-u126	f1r	3	16	9	kchom
f1r-p3-u127	f1r	3	17	1	ycho
f1r-p3-u128	f1r	3	17	2	tchey
f1r-p3-u129	f1r	3	17	3	chokain
f1r-p3-u130	f1r	3	17	4	sheo
f1r-p3-u131	f1r	3	17	5	pshol
f1r-p3-u132	f1r	3	17	6	dydyd
f1r-p3-u133	f1r	3	17	7	cthy
f1r-p3-u134	f1r	3	17	8	daicthy
f1r-p3-u135	f1r	3	18	1	yto
f1r-p3-u136	f1r	3	18	2	shol
f1r-p3-u137	f1r	3	18	3	she
f1r-p3-u138	f1r	3	18	4	kodshey
f1r-p3-u139	f1r	3	18	5	cphealy
f1r-p3-u140	f1r	3	18	6	dasain
f1r-p3-u141	f1r	3	18	7	dain
f1r-p3-u142	f1r	3	18	8	ckhyds
f1r-p3-u143	f1r	3	19	1	dchar
f1r-p3-u144	f1r	3	19	2	shcthaiin
f1r-p3-u145	f1r	3	19	3	okaiir
f1r-p3-u146	f1r	3	19	4	chey
f1r-p3-u147	f1r	3	19	5	rchy
f1r-p3-u148	f1r	3	19	6	potol
f1r-p3-u149	f1r	3	19	7	cthols
f1r-p3-u150	f1r	3	19	8	dlocta
f1r-p3-u151	f1r	3	20	1	shok
f1r-p3-u152	f1r	3	20	2	chor
f1r-p3-u153	f1r	3	20	3	chey
f1r-p3-u154	f1r	3	20	4	dain
f1r-p3-u155	f1r	3	20	5	ckhey
f1r-p3-u156	f1r	3	20	6	otol
f1r-p3-u157	f1r	3	20	7	daiiin
f1r-p4-u158	f1r	4	22	1	cpho
f1r-p4-u159	f1r	4	22	2	shaiin
f1r-p4-u160	f1r	4	22	3	shokcheey
f1r-p4-u161	f1r	4	22	4	chol
f1r-p4-u162	f1r	4	22	5	tshodeesy
f1r-p4-u163	f1r	4	22	6	shey
f1r-p4-u164	f1r	4	22	7	pydeey
f1r-p4-u165	f1r	4	22	8	chy
f1r-p4-u166	f1r	4	22	9	ro
f1r-p4-u167	f1r	4	22	10	d?
f1r-p4-u168	f1r	4	23	1	?doin
f1r-p4-u169	f1r	4	23	2	chol
f1r-p4-u170	f1r	4	23	3	dain
f1r-p4-u171	f1r	4	23	4	cthal
f1r-p4-u172	f1r	4	23	5	dar
f1r-p4-u173	f1r	4	23	6	shear
f1r-p4-u174	f1r	4	23	7	kaiin
f1r-p4-u175	f1r	4	23	8	dar
f1r-p4-u176	f1r	4	23	9	shey
f1r-p4-u177	f1r	4	23	10	cthar
f1r-p4-u178	f1r	4	24	1	cho?o
f1r-p4-u179	f1r	4	24	2	kaiin
f1r-p4-u180	f1r	4	24	3	shoaiin
f1r-p4-u181	f1r	4	24	4	okol
f1r-p4-u182	f1r	4	24	5	daiin
f1r-p4-u183	f1r	4	24	6	far
f1r-p4-u184	f1r	4	24	7	cthol
f1r-p4-u185	f1r	4	24	8	daiin
f1r-p4-u186	f1r	4	24	9	ctholdar
f1r-p4-u187	f1r	4	25	1	ycheey
f1r-p4-u188	f1r	4	25	2	okay
f1r-p4-u189	f1r	4	25	3	oky
f1r-p4-u190	f1r	4	25	4	daiin
f1r-p4-u191	f1r	4	25	5	okchey
f1r-p4-u192	f1r	4	25	6	kokaiin
f1r-p4-u193	f1r	4	25	7	??chol
f1r-p4-u194	f1r	4	25	8	k??chy
f1r-p4-u195	f1r	4	25	9	dal
f1r-p4-u196	f1r	4	26	1	d?eeo
f1r-p4-u197	f1r	4	26	2	shody
f1r-p4-u198	f1r	4	26	3	koshey
f1r-p4-u199	f1r	4	26	4	cthy
f1r-p4-u200	f1r	4	26	5	okchey
f1r-p4-u201	f1r	4	26	6	keey
f1r-p4-u202	f1r	4	26	7	keey
f1r-p4-u203	f1r	4	26	8	dal
f1r-p4-u204	f1r	4	26	9	chtor
f1r-p4-u205	f1r	4	27	1	?eo
f1r-p4-u206	f1r	4	27	2	chol
f1r-p4-u207	f1r	4	27	3	chok
f1r-p4-u208	f1r	4	27	4	choty
f1r-p4-u209	f1r	4	27	5	chotey
f1r-p4-u210	f1r	4	27	6	dchaiin
f1v-p1-u001	f1v	1	1	1	kchsy
f1v-p1-u002	f1v	1	1	2	chadaiin
f1v-p1-u003	f1v	1	1	3	ol
f1v-p1-u004	f1v	1	1	4	oltchey
f1v-p1-u005	f1v	1	1	5	char
f1v-p1-u006	f1v	1	1	6	cfhar
f1v-p1-u007	f1v	1	1	7	am
f1v-p1-u008	f1v	1	2	1	yteeay
f1v-p1-u009	f1v	1	2	2	char
f1v-p1-u010	f1v	1	2	3	or
f1v-p1-u011	f1v	1	2	4	ochy
f1v-p1-u012	f1v	1	2	5	dcho
f1v-p1-u013	f1v	1	2	6	lkody
f1v-p1-u014	f1v	1	2	7	okodar
f1v-p1-u015	f1v	1	2	8	chody
f1v-p1-u016	f1v	1	3	1	do
f1v-p1-u017	f1v	1	3	2	ckhy
f1v-p1-u018	f1v	1	3	3	ckho
f1v-p1-u019	f1v	1	3	4	ckhy
f1v-p1-u020	f1v	1	3	5	shy
f1v-p1-u021	f1v	1	3	6	dksheey
f1v-p1-u022	f1v	1	3	7	cthy
f1v-p1-u023	f1v	1	3	8	kotchody
f1v-p1-u024	f1v	1	3	9	dal
f1v-p1-u025	f1v	1	4	1	dol
f1v-p1-u026	f1v	1	4	2	chokeo
f1v-p1-u027	f1v	1	4	3	dair
f1v-p1-u028	f1v	1	4	4	dam
f1v-p1-u029	f1v	1	4	5	sochey
f1v-p1-u030	f1v	1	4	6	chokody
f1v-p1-u031	f1v	1	5	1	potoy
f1v-p1-u032	f1v	1	5	2	shol
f1v-p1-u033	f1v	1	5	3	dair
f1v-p1-u034	f1v	1	5	4	cphoal
f1v-p1-u035	f1v	1	5	5	dar
f1v-p1-u036	f1v	1	5	6	chey
f1v-p1-u037	f1v	1	5	7	tody
f1v-p1-u038	f1v	1	5	8	otoaiin
f1v-p1-u039	f1v	1	5	9	shoshy
f1v-p1-u040	f1v	1	6	1	choky
f1v-p1-u041	f1v	1	6	2	chol
f1v-p1-u042	f1v	1	6	3	cthol
f1v-p1-u043	f1v	1	6	4	shol
f1v-p1-u044	f1v	1	6	5	okal
f1v-p1-u045	f1v	1	6	6	dolchey
f1v-p1-u046	f1v	1	6	7	chodo
f1v-p1-u047	f1v	1	6	8	lol
f1v-p1-u048	f1v	1	6	9	chy
f1v-p1-u049	f1v	1	6	10	cthy
f1v-p1-u050	f1v	1	7	1	qo
f1v-p1-u051	f1v	1	7	2	ol
f1v-p1-u052	f1v	1	7	3	choeee
f1v-p1-u053	f1v	1	7	4	cheol
f1v-p1-u054	f1v	1	7	5	dol
f1v-p1-u055	f1v	1	7	6	cthey
f1v-p1-u056	f1v	1	7	7	ykol
f1v-p1-u057	f1v	1	7	8	dol
f1v-p1-u058	f1v	1	7	9	dolo
f1v-p1-u059	f1v	1	7	10	ykol
f1v-p1-u060	f1v	1	7	11	do
f1v-p1-u061	f1v	1	7	12	lchody
f1v-p1-u062	f1v	1	8	1	okol
f1v-p1-u063	f1v	1	8	2	shol
f1v-p1-u064	f1v	1	8	3	kol
f1v-p1-u065	f1v	1	8	4	kechy
f1v-p1-u066	f1v	1	8	5	chol
f1v-p1-u067	f1v	1	8	6	ky
f1v-p1-u068	f1v	1	8	7	chol
f1v-p1-u069	f1v	1	8	8	cthol
f1v-p1-u070	f1v	1	8	9	chody
f1v-p1-u071	f1v	1	8	10	chol
f1v-p1-u072	f1v	1	8	11	daiin
f1v-p1-u073	f1v	1	9	1	shor
f1v-p1-u074	f1v	1	9	2	okol
f1v-p1-u075	f1v	1	9	3	chol
f1v-p1-u076	f1v	1	9	4	dol
f1v-p1-u077	f1v	1	9	5	ky
f1v-p1-u078	f1v	1	9	6	dar
f1v-p1-u079	f1v	1	9	7	shol
f1v-p1-u080	f1v	1	9	8	dchor
f1v-p1-u081	f1v	1	9	9	otcho
f1v-p1-u082	f1v	1	9	10	dar
f1v-p1-u083	f1v	1	9	11	shody
f1v-p1-u084	f1v	1	10	1	taor
f1v-p1-u085	f1v	1	10	2	chotchey
f1v-p1-u086	f1v	1	10	3	dal
f1v-p1-u087	f1v	1	10	4	chody
f1v-p1-u088	f1v	1	10	5	schody
f1v-p1-u089	f1v	1	10	6	pol
f1v-p1-u090	f1v	1	10	7	chodar
f2r-p1-u001	f2r	1	1	1	kydainy
f2r-p1-u002	f2r	1	1	2	ypchol
f2r-p1-u003	f2r	1	1	3	daiin
f2r-p1-u004	f2r	1	1	4	otchal
f2r-p1-u005	f2r	1	1	5	ypchaiin
f2r-p1-u006	f2r	1	1	6	ckholsy
f2r-p1-u007	f2r	1	2	1	dorchory
f2r-p1-u008	f2r	1	2	2	chkar
f2r-p1-u009	f2r	1	2	3	s
f2r-p1-u010	f2r	1	2	4	shor
f2r-p1-u011	f2r	1	2	5	cthy
f2r-p1-u012	f2r	1	2	6	cth
f2r-p1-u013	f2r	1	3	1	qotaiin
f2r-p1-u014	f2r	1	3	2	cthey
f2r-p1-u015	f2r	1	3	3	y
f2r-p1-u016	f2r	1	3	4	chor
f2r-p1-u017	f2r	1	3	5	chy
f2r-p1-u018	f2r	1	3	6	ydy
f2r-p1-u019	f2r	1	3	7	chaiin
f2r-p1-u020	f2r	1	4	1	chaindy
f2r-p1-u021	f2r	1	4	2	chtod
f2r-p1-u022	f2r	1	4	3	dy
f2r-p1-u023	f2r	1	4	4	cphy
f2r-p1-u024	f2r	1	4	5	dals
f2r-p1-u025	f2r	1	4	6	chokaiin
f2r-p1-u026	f2r	1	4	7	d
f2r-p1-u027	f2r	1	5	1	otochor
f2r-p1-u028	f2r	1	5	2	al
f2r-p1-u029	f2r	1	5	3	shodaiin
f2r-p1-u030	f2r	1	5	4	chol
f2r-p1-u031	f2r	1	5	5	dan
f2r-p1-u032	f2r	1	5	6	ytchaiin
f2r-p1-u033	f2r	1	5	7	dan
f2r-p1-u034	f2r	1	6	1	saiin
f2r-p1-u035	f2r	1	6	2	daind
f2r-p1-u036	f2r	1	6	3	dkol
f2r-p1-u037	f2r	1	6	4	sor
f2r-p1-u038	f2r	1	6	5	ytoldy
f2r-p1-u039	f2r	1	6	6	dchol
f2r-p1-u040	f2r	1	6	7	dchy
f2r-p1-u041	f2r	1	6	8	cthy
f2r-p1-u042	f2r	1	7	1	shor
f2r-p1-u043	f2r	1	7	2	ckhy
f2r-p1-u044	f2r	1	7	3	daiiny
f2r-p1-u045	f2r	1	7	4	chol
f2r-p1-u046	f2r	1	7	5	dan
f2r-p1-u047	f2r	1	8	1	kydain
f2r-p1-u048	f2r	1	8	2	shaiin
f2r-p1-u049	f2r	1	8	3	qoy
f2r-p1-u050	f2r	1	8	4	s
f2r-p1-u051	f2r	1	8	5	shol
f2r-p1-u052	f2r	1	8	6	fodan
f2r-p1-u053	f2r	1	8	7	yksh
f2r-p1-u054	f2r	1	8	8	olsheey
f2r-p1-u055	f2r	1	8	9	daiildy
f2r-p1-u056	f2r	1	9	1	dlssho
f2r-p1-u057	f2r	1	9	2	kol
f2r-p1-u058	f2r	1	9	3	sheey
f2r-p1-u059	f2r	1	9	4	qokey
f2r-p1-u060	f2r	1	9	5	ykody
f2r-p1-u061	f2r	1	9	6	so
f2r-p1-u062	f2r	1	9	7	chol
f2r-p1-u063	f2r	1	9	8	yky
f2r-p1-u064	f2r	1	9	9	dain
f2r-p1-u065	f2r	1	9	10	daiirol
f2r-p1-u066	f2r	1	10	1	qoky
f2r-p1-u067	f2r	1	10	2	cholaiin
f2r-p1-u068	f2r	1	10	3	shol
f2r-p1-u069	f2r	1	10	4	sheky
f2r-p1-u070	f2r	1	10	5	daiin
f2r-p1-u071	f2r	1	10	6	cthey
f2r-p1-u072	f2r	1	10	7	keol
f2r-p1-u073	f2r	1	10	8	saiin
f2r-p1-u074	f2r	1	10	9	saiin
f2r-p1-u075	f2r	1	11	1	ychain
f2r-p1-u076	f2r	1	11	2	dal
f2r-p1-u077	f2r	1	11	3	chy
f2r-p1-u078	f2r	1	11	4	dalor
f2r-p1-u079	f2r	1	11	5	shan
f2r-p1-u080	f2r	1	11	6	dan
f2r-p1-u081	f2r	1	11	7	olsaiin
f2r-p1-u082	f2r	1	11	8	sheey
f2r-p1-u083	f2r	1	11	9	ckhor
f2r-p1-u084	f2r	1	12	1	okol
f2r-p1-u085	f2r	1	12	2	chy
f2r-p1-u086	f2r	1	12	3	chor
f2r-p1-u087	f2r	1	12	4	cthor
f2r-p1-u088	f2r	1	12	5	yor
f2r-p1-u089	f2r	1	12	6	an
f2r-p1-u090	f2r	1	12	7	chan
f2r-p1-u091	f2r	1	12	8	saiin
f2r-p1-u092	f2r	1	12	9	chety
f2r-p1-u093	f2r	1	12	10	chyky
f2r-p1-u094	f2r	1	12	11	sal
f2r-p1-u095	f2r	1	13	1	sho
f2r-p1-u096	f2r	1	13	2	ykeey
f2r-p1-u097	f2r	1	13	3	chey
f2r-p1-u098	f2r	1	13	4	daiin
f2r-p1-u099	f2r	1	13	5	chcthy
f47v-p1-u001	f47v	1	1	1	psheot
f47v-p1-u002	f47v	1	1	2	cheor
f47v-p1-u003	f47v	1	1	3	cholsho
f47v-p1-u004	f47v	1	1	4	chopchy
f47v-p1-u005	f47v	1	1	5	sal
f47v-p1-u006	f47v	1	1	6	sary
f47v-p1-u007	f47v	1	2	1	dsheey
f47v-p1-u008	f47v	1	2	2	shy
f47v-p1-u009	f47v	1	2	3	cphy
f47v-p1-u010	f47v	1	2	4	otchey
f47v-p1-u011	f47v	1	2	5	daiidy
f47v-p1-u012	f47v	1	2	6	chory
f47v-p1-u013	f47v	1	2	7	daiiy
f47v-p1-u014	f47v	1	3	1	shol
f47v-p1-u015	f47v	1	3	2	char
f47v-p1-u016	f47v	1	3	3	oteol
f47v-p1-u017	f47v	1	3	4	dor
f47v-p1-u018	f47v	1	3	5	otchol
f47v-p1-u019	f47v	1	3	6	chkchy
f47v-p1-u020	f47v	1	3	7	daiin
f47v-p1-u021	f47v	1	4	1	qotol
f47v-p1-u022	f47v	1	4	2	sheey
f47v-p1-u023	f47v	1	4	3	kol
f47v-p1-u024	f47v	1	4	4	sho
f47v-p1-u025	f47v	1	4	5	keechy
f47v-p1-u026	f47v	1	4	6	qoty
f47v-p1-u027	f47v	1	4	7	cthy
f47v-p1-u028	f47v	1	5	1	dsholy
f47v-p1-u029	f47v	1	5	2	shees
f47v-p1-u030	f47v	1	5	3	chor
f47v-p1-u031	f47v	1	5	4	ody
f47v-p1-u032	f47v	1	5	5	shy
f47v-p1-u033	f47v	1	5	6	sy
f47v-p1-u034	f47v	1	5	7	sary
f47v-p1-u035	f47v	1	6	1	chody
f47v-p1-u036	f47v	1	6	2	cheor
f47v-p1-u037	f47v	1	6	3	saiin
f47v-p1-u038	f47v	1	6	4	dochod
f47v-p1-u039	f47v	1	6	5	chol
f47v-p1-u040	f47v	1	7	1	pchodaiin
f47v-p1-u041	f47v	1	7	2	dair
f47v-p1-u042	f47v	1	7	3	dcthy
f47v-p1-u043	f47v	1	8	1	daiin
f47v-p1-u044	f47v	1	8	2	cheotar
f47v-p1-u045	f47v	1	8	3	chodaly
f47v-p1-u046	f47v	1	8	4	sal
f47v-p1-u047	f47v	1	9	1	qotcheea
f47v-p1-u048	f47v	1	9	2	chety
f47v-p1-u049	f47v	1	9	3	chol
f47v-p1-u050	f47v	1	9	4	chol
f47v-p1-u051	f47v	1	9	5	dain
f47v-p1-u052	f47v	1	10	1	chotcho
f47v-p1-u053	f47v	1	10	2	ltchey
f47v-p1-u054	f47v	1	10	3	o
f47v-p1-u055	f47v	1	10	4	tcho
f47v-p1-u056	f47v	1	10	5	tchy
f47v-p1-u057	f47v	1	10	6	dy
f47v-p1-u058	f47v	1	10	7	chol
f47v-p1-u059	f47v	1	10	8	chody
f47v-p1-u060	f47v	1	10	9	dar
f47v-p1-u061	f47v	1	11	1	oteey
f47v-p1-u062	f47v	1	11	2	cho
f47v-p1-u063	f47v	1	11	3	chdy
f47v-p1-u064	f47v	1	11	4	chy
f47v-p1-u065	f47v	1	11	5	key
f47v-p1-u066	f47v	1	11	6	chyky
f47v-p1-u067	f47v	1	11	7	dchy
f47v-p1-u068	f47v	1	11	8	daiin
f47v-p1-u069	f47v	1	11	9	chy
f47v-p1-u070	f47v	1	12	1	cho
f47v-p1-u071	f47v	1	12	2	cho
f47v-p1-u072	f47v	1	12	3	keesy
f47v-p1-u073	f47v	1	12	4	chy
f47v-p1-u074	f47v	1	12	5	chy
f47v-p1-u075	f47v	1	12	6	cheky
f47v-p1-u076	f47v	1	12	7	chochy
f47v-p1-u077	f47v	1	12	8	daiin
f47v-p1-u078	f47v	1	13	1	dshy
f47v-p1-u079	f47v	1	13	2	daiin
f47v-p1-u080	f47v	1	13	3	chdlcty
f47v-p1-u081	f47v	1	13	4	chaiin
f47v-p1-u082	f47v	1	13	5	dcheey
f47v-p1-u083	f47v	1	13	6	otald
f47v-p1-u084	f47v	1	14	1	chol
f47v-p1-u085	f47v	1	14	2	ctchey
